6.117984279990196228e-02,4.849195852875709534e-02,3.902672603726387024e-02,3.248634189367294312e-02,2.857298776507377625e-02,2.698891423642635345e-02,2.846265956759452820e-02,3.183010220527648926e-02,3.697695583105087280e-02,4.379304870963096619e-02,5.216820165514945984e-02,6.199223175644874573e-02,7.315496355295181274e-02,8.557575196027755737e-02,9.938368946313858032e-02,1.147986054420471191e-01,1.320407092571258545e-01,1.513302028179168701e-01,1.728872805833816528e-01,1.969321668148040771e-01,2.381480038166046143e-01,2.694330513477325439e-01,3.041352927684783936e-01,3.425806760787963867e-01,3.850952088832855225e-01,4.320048689842224121e-01,4.836356341838836670e-01,5.403134822845458984e-01,6.023434996604919434e-01,6.698052883148193359e-01,7.426409125328063965e-01,8.207902908325195312e-01,9.041936397552490234e-01,9.927909374237060547e-01,1.086522221565246582e+00,1.185327529907226562e+00,1.289075016975402832e+00,1.397212386131286621e+00,1.509035229682922363e+00,1.623838663101196289e+00,1.740918278694152832e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.032132148742675781e+00,2.099678993225097656e+00,2.177273273468017578e+00,2.265276670455932617e+00,2.364051342010498047e+00,2.473813056945800781e+00,2.592792987823486328e+00,2.717792272567749023e+00,2.845581054687500000e+00,2.972927808761596680e+00,3.096602916717529297e+00,3.213375329971313477e+00,3.320014953613281250e+00,3.413383722305297852e+00,3.490998506546020508e+00,3.550660133361816406e+00,3.590170621871948242e+00,3.607331752777099609e+00,3.606844425201416016e+00,3.586360216140747070e+00,3.538031339645385742e+00,3.409394979476928711e+00,3.287954092025756836e+00,3.141460895538330078e+00,2.972959041595458984e+00,2.785493850708007812e+00,2.582109451293945312e+00,2.365849971771240234e+00,2.139762163162231445e+00,1.907280325889587402e+00,1.672738313674926758e+00,1.440596103668212891e+00,1.215313315391540527e+00,1.001350045204162598e+00,8.031664490699768066e-01,6.252223849296569824e-01,4.719347655773162842e-01,3.457725048065185547e-01,2.465013712644577026e-01,1.736881583929061890e-01,1.268994659185409546e-01
4.877201080322265625e+00,4.930566787719726562e+00,4.961391448974609375e+00,4.968952178955078125e+00,4.963782310485839844e+00,4.935091018676757812e+00,4.881975173950195312e+00,4.806143283843994141e+00,4.709609508514404297e+00,4.594389915466308594e+00,4.462498188018798828e+00,4.315948963165283203e+00,4.156756401062011719e+00,3.986936092376708984e+00,3.808572769165039062e+00,3.623865365982055664e+00,3.435022115707397461e+00,3.244253158569335938e+00,3.053767204284667969e+00,2.865773439407348633e+00,2.682481288909912109e+00,2.420903921127319336e+00,2.257018804550170898e+00,2.102117061614990234e+00,1.956683397293090820e+00,1.821201205253601074e+00,1.696155190467834473e+00,1.582029581069946289e+00,1.479307651519775391e+00,1.388248801231384277e+00,1.308594703674316406e+00,1.240014076232910156e+00,1.182175993919372559e+00,1.134748697280883789e+00,1.097400546073913574e+00,1.069800138473510742e+00,1.051618695259094238e+00,1.042676091194152832e+00,1.046644210815429688e+00,1.060936331748962402e+00,1.084592580795288086e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.074681162834167480e+00,9.825894832611083984e-01,8.904876112937927246e-01,8.007639646530151367e-01,7.158063650131225586e-01,6.380018591880798340e-01,5.690075159072875977e-01,5.084629654884338379e-01,4.556626379489898682e-01,4.099009037017822266e-01,3.704743087291717529e-01,3.366837501525878906e-01,3.078308999538421631e-01,2.832177877426147461e-01,2.621895074844360352e-01,2.441609799861907959e-01,2.285538762807846069e-01,2.147896587848663330e-01,2.022878378629684448e-01,1.904654055833816528e-01,1.787391304969787598e-01,1.602439433336257935e-01,1.475346833467483521e-01,1.351572424173355103e-01,1.236668303608894348e-01,1.136172711849212646e-01,1.055580750107765198e-01,1.000379174947738647e-01,9.762911498546600342e-02,9.962293505668640137e-02,1.032873317599296570e-01,1.075183674693107605e-01,1.112130507826805115e-01,1.132762879133224487e-01,1.133550554513931274e-01,1.109247729182243347e-01,1.041577383875846863e-01,9.303445369005203247e-02,7.899058610200881958e-02,6.356897950172424316e-02,4.831265285611152649e-02
5.931182950735092163e-02,5.777970701456069946e-02,5.792224407196044922e-02,5.975303426384925842e-02,6.304844468832015991e-02,6.786327064037322998e-02,7.411119341850280762e-02,8.160424232482910156e-02,9.015220403671264648e-02,9.958171099424362183e-02,1.098823472857475281e-01,1.211351007223129272e-01,1.334219425916671753e-01,1.468730419874191284e-01,1.619606316089630127e-01,1.793049424886703491e-01,1.995268017053604126e-01,2.232244908809661865e-01,2.508767843246459961e-01,2.829228341579437256e-01,3.401774466037750244e-01,3.847771584987640381e-01,4.343322813510894775e-01,4.886316955089569092e-01,5.474554896354675293e-01,6.104506850242614746e-01,6.771600246429443359e-01,7.471235394477844238e-01,8.198656439781188965e-01,8.947428464889526367e-01,9.710093140602111816e-01,1.047917604446411133e+00,1.124758481979370117e+00,1.201120972633361816e+00,1.276734948158264160e+00,1.351331233978271484e+00,1.424644589424133301e+00,1.496432423591613770e+00,1.566460967063903809e+00,1.634495735168457031e+00,1.700353384017944336e+00
3.613679707050323486e-01,3.531205356121063232e-01,3.481798768043518066e-01,3.484928011894226074e-01,3.548091351985931396e-01,3.667511343955993652e-01,3.845786154270172119e-01,4.082846939563751221e-01,4.378565549850463867e-01,4.731922149658203125e-01,5.133262276649475098e-01,5.568094849586486816e-01,6.021869182586669922e-01,6.478705406188964844e-01,6.913249492645263672e-01,7.296045422554016113e-01,7.597623467445373535e-01,7.789621353149414062e-01,7.849562764167785645e-01,7.823594808578491211e-01,7.646951079368591309e-01,7.039554715156555176e-01,6.420798897743225098e-01,5.661362409591674805e-01,4.787739813327789307e-01,3.837884962558746338e-01,2.884439826011657715e-01,2.006582319736480713e-01,1.283483803272247314e-01,7.928021997213363647e-02,6.546305119991302490e-02,1.068513765931129456e-01,1.966351717710494995e-01,3.361719846725463867e-01,5.243019461631774902e-01,7.598503828048706055e-01,1.040517926216125488e+00,1.357438564300537109e+00,1.699369430541992188e+00,2.055064439773559570e+00,2.412909746170043945e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.340410858392715454e-01,1.085343882441520691e-01,8.619008213281631470e-02,6.741865724325180054e-02,5.262600257992744446e-02,4.221779108047485352e-02,3.642607480287551880e-02,3.582730144262313843e-02,4.033990576863288879e-02,4.837549477815628052e-02,5.937115103006362915e-02,7.264541834592819214e-02,8.751553297042846680e-02,1.033346354961395264e-01,1.197108924388885498e-01,1.363628357648849487e-01,1.530094146728515625e-01,1.694561988115310669e-01,1.859682500362396240e-01,2.029625028371810913e-01,2.302807420492172241e-01,2.505788803100585938e-01,2.735774219036102295e-01,3.001991212368011475e-01,3.313710093498229980e-01,3.680856525897979736e-01,4.113868474960327148e-01,4.623198211193084717e-01,5.219091176986694336e-01,5.909575819969177246e-01,6.701322197914123535e-01,7.600984573364257812e-01,8.614272475242614746e-01,9.739484190940856934e-01,1.097141742706298828e+00,1.230485320091247559e+00,1.373203516006469727e+00,1.523044109344482422e+00,1.677219510078430176e+00,1.832941651344299316e+00,1.987064480781555176e+00
