N_Neighbors,Min_dist,Repulsion_str,metric,spearman_rho,p_value,n_pairs,pdf,status,error
50,0.1,10.0,cosine,0.42350620920544213,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr10.0_cosine.pdf,OK,
50,0.0,10.0,euclidean,0.42350507525316566,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr10.0_euclidean.pdf,OK,
20,0.99,1.0,euclidean,0.42350370724581665,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr1.0_euclidean.pdf,OK,
20,0.25,5.0,cosine,0.4234981453467328,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr5.0_cosine.pdf,OK,
2,0.1,2.0,euclidean,0.4234724208835498,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr2.0_euclidean.pdf,OK,
50,0.0,1.0,cosine,0.4234691092080162,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr1.0_cosine.pdf,OK,
100,0.25,0.5,manhattan,0.4234648223520607,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.25_repstr0.5_manhattan.pdf,OK,
20,0.0,5.0,euclidean,0.42344427669134543,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.0_repstr5.0_euclidean.pdf,OK,
1000,0.1,0.01,manhattan,0.4234397749254938,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr0.01_manhattan.pdf,OK,
100,0.0,0.01,cosine,0.4234345498136608,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.0_repstr0.01_cosine.pdf,OK,
5,0.5,5.0,manhattan,0.4234333874781627,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.5_repstr5.0_manhattan.pdf,OK,
100,0.5,10.0,cosine,0.42343271118329817,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr10.0_cosine.pdf,OK,
20,0.5,1.0,euclidean,0.42343202499667976,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr1.0_euclidean.pdf,OK,
50,0.25,0.01,cosine,0.42341387798840985,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr0.01_cosine.pdf,OK,
2,0.0,100.0,cosine,0.4234052682618799,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr100.0_cosine.pdf,OK,
2,0.8,0.01,cosine,0.4233969811118734,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr0.01_cosine.pdf,OK,
50,0.99,1.0,cosine,0.4233917169145888,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr1.0_cosine.pdf,OK,
100,0.5,1.0,cosine,0.4233753617668748,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr1.0_cosine.pdf,OK,
5,0.99,2.0,euclidean,0.4233729248396961,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr2.0_euclidean.pdf,OK,
2,0.0,1.0,cosine,0.42337240109822055,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr1.0_cosine.pdf,OK,
100,0.8,10.0,cosine,0.42337006061787213,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.8_repstr10.0_cosine.pdf,OK,
2,0.25,10.0,euclidean,0.4233693350403691,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr10.0_euclidean.pdf,OK,
1000,0.0,10.0,euclidean,0.4233692126520245,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr10.0_euclidean.pdf,OK,
20,0.8,0.01,cosine,0.42336360250904426,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr0.01_cosine.pdf,OK,
20,0.99,0.01,euclidean,0.4233620794550986,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr0.01_euclidean.pdf,OK,
50,0.99,0.5,cosine,0.4233609119588456,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr0.5_cosine.pdf,OK,
20,0.99,2.0,cosine,0.4233544365308541,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr2.0_cosine.pdf,OK,
1000,0.8,10.0,euclidean,0.42335305499711984,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.8_repstr10.0_euclidean.pdf,OK,
2,0.5,2.0,manhattan,0.4233459833289779,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr2.0_manhattan.pdf,OK,
200,0.25,10.0,euclidean,0.4233362263037164,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.25_repstr10.0_euclidean.pdf,OK,
50,0.99,10.0,cosine,0.4233289408131329,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr10.0_cosine.pdf,OK,
20,0.5,2.0,cosine,0.423326956386966,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr2.0_cosine.pdf,OK,
50,0.8,2.0,cosine,0.4233262277558267,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.8_repstr2.0_cosine.pdf,OK,
20,0.1,100.0,manhattan,0.4233234188145021,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr100.0_manhattan.pdf,OK,
50,0.25,5.0,manhattan,0.4233223563183196,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr5.0_manhattan.pdf,OK,
1000,0.1,1.0,euclidean,0.42331817371347885,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr1.0_euclidean.pdf,OK,
50,0.99,0.5,euclidean,0.42331800478126924,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr0.5_euclidean.pdf,OK,
1000,0.0,2.0,euclidean,0.42329419066172863,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr2.0_euclidean.pdf,OK,
2,0.5,1.0,cosine,0.42329241445341936,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr1.0_cosine.pdf,OK,
5,0.0,0.01,cosine,0.42329174875776693,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr0.01_cosine.pdf,OK,
20,0.99,0.5,manhattan,0.42329154616626347,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr0.5_manhattan.pdf,OK,
5,0.99,0.01,cosine,0.42328795479297204,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr0.01_cosine.pdf,OK,
1000,0.99,5.0,manhattan,0.4232830946610577,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.99_repstr5.0_manhattan.pdf,OK,
5,0.0,2.0,euclidean,0.4232830362334863,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr2.0_euclidean.pdf,OK,
2,0.99,5.0,manhattan,0.42327328403187015,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr5.0_manhattan.pdf,OK,
50,0.1,100.0,cosine,0.4232723335001416,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr100.0_cosine.pdf,OK,
2,0.1,1.0,manhattan,0.4232655403857912,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr1.0_manhattan.pdf,OK,
5,0.8,2.0,euclidean,0.42324976549961113,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr2.0_euclidean.pdf,OK,
5,0.8,10.0,euclidean,0.4232477866061857,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr10.0_euclidean.pdf,OK,
100,0.25,1.0,manhattan,0.4232419334428154,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.25_repstr1.0_manhattan.pdf,OK,
100,0.25,100.0,euclidean,0.4232348152734096,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.25_repstr100.0_euclidean.pdf,OK,
20,0.1,100.0,euclidean,0.4232320943282986,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr100.0_euclidean.pdf,OK,
5,0.8,0.5,euclidean,0.42322535846903186,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr0.5_euclidean.pdf,OK,
2,0.5,2.0,cosine,0.42322412403983767,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr2.0_cosine.pdf,OK,
100,0.8,0.01,euclidean,0.4232205263555399,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.8_repstr0.01_euclidean.pdf,OK,
20,0.5,100.0,manhattan,0.42321000742099396,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr100.0_manhattan.pdf,OK,
2,0.25,0.01,cosine,0.42320631262014186,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr0.01_cosine.pdf,OK,
5,0.1,0.01,euclidean,0.42319343112848445,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.1_repstr0.01_euclidean.pdf,OK,
20,0.25,1.0,manhattan,0.42318287759219,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr1.0_manhattan.pdf,OK,
200,0.1,10.0,cosine,0.42318260699191756,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr10.0_cosine.pdf,OK,
200,0.8,0.5,euclidean,0.4231763491073982,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.8_repstr0.5_euclidean.pdf,OK,
2,0.99,1.0,manhattan,0.4231690845143592,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr1.0_manhattan.pdf,OK,
200,0.99,5.0,cosine,0.42316474491635103,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr5.0_cosine.pdf,OK,
50,0.5,5.0,cosine,0.42314704002601405,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr5.0_cosine.pdf,OK,
50,0.0,0.5,cosine,0.42312109068671167,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr0.5_cosine.pdf,OK,
1000,0.25,10.0,manhattan,0.42310694853252157,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr10.0_manhattan.pdf,OK,
1000,0.1,1.0,manhattan,0.42309440285054883,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr1.0_manhattan.pdf,OK,
200,0.99,1.0,euclidean,0.4230820459892753,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr1.0_euclidean.pdf,OK,
100,0.25,2.0,euclidean,0.42308081901006983,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.25_repstr2.0_euclidean.pdf,OK,
200,0.1,5.0,cosine,0.4230804423198121,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr5.0_cosine.pdf,OK,
1000,0.5,10.0,euclidean,0.42308026221103645,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.5_repstr10.0_euclidean.pdf,OK,
200,0.25,1.0,manhattan,0.4230769489186546,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.25_repstr1.0_manhattan.pdf,OK,
200,0.5,1.0,manhattan,0.4230763919581362,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr1.0_manhattan.pdf,OK,
2,0.99,10.0,manhattan,0.4230748180952303,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr10.0_manhattan.pdf,OK,
2,0.25,5.0,manhattan,0.42306759298706126,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr5.0_manhattan.pdf,OK,
1000,0.0,100.0,manhattan,0.4230672661122097,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr100.0_manhattan.pdf,OK,
50,0.5,0.01,manhattan,0.4230666669402655,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr0.01_manhattan.pdf,OK,
200,0.1,0.5,cosine,0.4230577127759545,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr0.5_cosine.pdf,OK,
200,0.8,5.0,cosine,0.42305589381963576,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.8_repstr5.0_cosine.pdf,OK,
20,0.25,0.01,euclidean,0.42304647099370285,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr0.01_euclidean.pdf,OK,
2,0.25,100.0,manhattan,0.42304183090474495,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr100.0_manhattan.pdf,OK,
50,0.5,100.0,cosine,0.4230346356328145,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr100.0_cosine.pdf,OK,
5,0.1,100.0,cosine,0.4230204959461854,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.1_repstr100.0_cosine.pdf,OK,
5,0.5,100.0,manhattan,0.42301830263936263,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.5_repstr100.0_manhattan.pdf,OK,
200,0.1,100.0,manhattan,0.4230118301011242,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr100.0_manhattan.pdf,OK,
20,0.8,2.0,manhattan,0.42300846804245607,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr2.0_manhattan.pdf,OK,
20,0.8,0.01,euclidean,0.42299546979589625,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr0.01_euclidean.pdf,OK,
2,0.0,1.0,euclidean,0.4229557533143732,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr1.0_euclidean.pdf,OK,
200,0.8,5.0,euclidean,0.42295149178529706,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.8_repstr5.0_euclidean.pdf,OK,
2,0.0,0.5,cosine,0.4229187738533028,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr0.5_cosine.pdf,OK,
200,0.25,0.5,cosine,0.42291514291821664,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.25_repstr0.5_cosine.pdf,OK,
5,0.8,10.0,cosine,0.422903131174087,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr10.0_cosine.pdf,OK,
20,0.1,5.0,cosine,0.42289665597786547,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr5.0_cosine.pdf,OK,
2,0.0,100.0,euclidean,0.42289388126188837,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr100.0_euclidean.pdf,OK,
1000,0.8,100.0,cosine,0.42289245872537273,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.8_repstr100.0_cosine.pdf,OK,
200,0.0,5.0,cosine,0.4228921666884558,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr5.0_cosine.pdf,OK,
20,0.25,100.0,cosine,0.4228859471215164,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr100.0_cosine.pdf,OK,
5,0.25,0.01,euclidean,0.4228700792591547,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr0.01_euclidean.pdf,OK,
100,0.1,2.0,euclidean,0.42285880626813876,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr2.0_euclidean.pdf,OK,
5,0.0,0.01,manhattan,0.42285221258573463,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr0.01_manhattan.pdf,OK,
20,0.8,10.0,manhattan,0.422836008317687,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr10.0_manhattan.pdf,OK,
1000,0.1,100.0,euclidean,0.4228319837484027,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr100.0_euclidean.pdf,OK,
200,0.99,5.0,euclidean,0.4228318617927601,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr5.0_euclidean.pdf,OK,
50,0.99,2.0,euclidean,0.4228283420182481,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr2.0_euclidean.pdf,OK,
1000,0.99,1.0,cosine,0.4228237797942307,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.99_repstr1.0_cosine.pdf,OK,
100,0.5,1.0,euclidean,0.42282327397709035,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr1.0_euclidean.pdf,OK,
20,0.25,100.0,manhattan,0.42281879222548285,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr100.0_manhattan.pdf,OK,
50,0.8,2.0,euclidean,0.42281792559940307,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.8_repstr2.0_euclidean.pdf,OK,
50,0.25,10.0,cosine,0.42280929989146165,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr10.0_cosine.pdf,OK,
50,0.25,5.0,euclidean,0.42280297931841493,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr5.0_euclidean.pdf,OK,
2,0.8,0.01,manhattan,0.4227886120128178,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr0.01_manhattan.pdf,OK,
2,0.5,10.0,cosine,0.4227824298953377,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr10.0_cosine.pdf,OK,
5,0.99,0.01,manhattan,0.42278058422573894,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr0.01_manhattan.pdf,OK,
5,0.25,2.0,manhattan,0.42277667246557155,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr2.0_manhattan.pdf,OK,
100,0.99,2.0,euclidean,0.42276122541871725,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.99_repstr2.0_euclidean.pdf,OK,
50,0.99,5.0,manhattan,0.42275433872789236,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr5.0_manhattan.pdf,OK,
5,0.8,10.0,manhattan,0.4227481790459826,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr10.0_manhattan.pdf,OK,
5,0.8,100.0,manhattan,0.42274202962389595,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr100.0_manhattan.pdf,OK,
20,0.0,100.0,euclidean,0.42273336774820397,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.0_repstr100.0_euclidean.pdf,OK,
50,0.1,10.0,manhattan,0.4227266143277602,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr10.0_manhattan.pdf,OK,
5,0.8,100.0,euclidean,0.42272467980390477,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr100.0_euclidean.pdf,OK,
200,0.0,10.0,manhattan,0.42272008496178154,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr10.0_manhattan.pdf,OK,
5,0.8,2.0,manhattan,0.42271870052841604,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr2.0_manhattan.pdf,OK,
1000,0.5,5.0,euclidean,0.42271756675869004,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.5_repstr5.0_euclidean.pdf,OK,
5,0.1,5.0,euclidean,0.4227086546035667,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.1_repstr5.0_euclidean.pdf,OK,
50,0.8,5.0,euclidean,0.4226957657408154,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.8_repstr5.0_euclidean.pdf,OK,
5,0.5,0.01,cosine,0.42269434918181903,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.5_repstr0.01_cosine.pdf,OK,
20,0.25,0.5,euclidean,0.4226721279783282,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr0.5_euclidean.pdf,OK,
200,0.0,10.0,euclidean,0.4226674897234031,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr10.0_euclidean.pdf,OK,
50,0.8,0.01,manhattan,0.42265928637738814,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.8_repstr0.01_manhattan.pdf,OK,
5,0.25,1.0,cosine,0.4226532380967593,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr1.0_cosine.pdf,OK,
5,0.8,0.01,euclidean,0.42264464328861095,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr0.01_euclidean.pdf,OK,
2,0.0,2.0,manhattan,0.42264242147877507,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr2.0_manhattan.pdf,OK,
200,0.0,0.01,cosine,0.4226305745477368,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr0.01_cosine.pdf,OK,
100,0.8,1.0,manhattan,0.4226229194971502,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.8_repstr1.0_manhattan.pdf,OK,
100,0.5,2.0,manhattan,0.4226206603023347,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr2.0_manhattan.pdf,OK,
50,0.1,0.01,manhattan,0.42261318542700205,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr0.01_manhattan.pdf,OK,
5,0.25,10.0,cosine,0.4226086367960944,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr10.0_cosine.pdf,OK,
2,0.0,0.01,manhattan,0.422592567723592,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr0.01_manhattan.pdf,OK,
2,0.1,5.0,cosine,0.42256900806156233,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr5.0_cosine.pdf,OK,
20,0.5,0.01,cosine,0.422563381115823,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr0.01_cosine.pdf,OK,
5,0.8,5.0,cosine,0.42255884091215334,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr5.0_cosine.pdf,OK,
1000,0.8,5.0,manhattan,0.422555381243114,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.8_repstr5.0_manhattan.pdf,OK,
20,0.25,5.0,manhattan,0.4225531068434584,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr5.0_manhattan.pdf,OK,
20,0.1,100.0,cosine,0.4225368761120526,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr100.0_cosine.pdf,OK,
50,0.1,0.5,manhattan,0.4225349951603329,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr0.5_manhattan.pdf,OK,
100,0.8,10.0,euclidean,0.422534036130423,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.8_repstr10.0_euclidean.pdf,OK,
100,0.5,0.5,manhattan,0.42252349493635233,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr0.5_manhattan.pdf,OK,
1000,0.5,100.0,cosine,0.4225139348029427,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.5_repstr100.0_cosine.pdf,OK,
200,0.5,0.01,euclidean,0.42251123444509187,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr0.01_euclidean.pdf,OK,
5,0.25,100.0,cosine,0.42250829590120986,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr100.0_cosine.pdf,OK,
100,0.5,100.0,manhattan,0.42249987736674416,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr100.0_manhattan.pdf,OK,
1000,0.0,0.01,manhattan,0.42249949788799723,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr0.01_manhattan.pdf,OK,
200,0.5,2.0,manhattan,0.4224950703568651,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr2.0_manhattan.pdf,OK,
20,0.0,2.0,manhattan,0.42248291801428106,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.0_repstr2.0_manhattan.pdf,OK,
5,0.0,10.0,cosine,0.4224768824226552,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr10.0_cosine.pdf,OK,
50,0.25,1.0,euclidean,0.4224647127379396,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr1.0_euclidean.pdf,OK,
50,0.0,1.0,euclidean,0.42245320648290585,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr1.0_euclidean.pdf,OK,
1000,0.5,0.01,cosine,0.42244623918309704,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.5_repstr0.01_cosine.pdf,OK,
50,0.99,0.5,manhattan,0.4224413504024867,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr0.5_manhattan.pdf,OK,
100,0.99,1.0,manhattan,0.422438522810296,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.99_repstr1.0_manhattan.pdf,OK,
200,0.8,2.0,manhattan,0.42243843998925645,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.8_repstr2.0_manhattan.pdf,OK,
200,0.8,1.0,euclidean,0.4224264014035473,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.8_repstr1.0_euclidean.pdf,OK,
1000,0.25,5.0,manhattan,0.42241901966378903,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr5.0_manhattan.pdf,OK,
20,0.8,100.0,euclidean,0.42241176823747056,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr100.0_euclidean.pdf,OK,
50,0.25,0.5,manhattan,0.42240216860731006,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr0.5_manhattan.pdf,OK,
5,0.25,100.0,manhattan,0.4223986454319311,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr100.0_manhattan.pdf,OK,
1000,0.1,0.01,euclidean,0.42239568098104296,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr0.01_euclidean.pdf,OK,
100,0.25,1.0,cosine,0.4223937517464502,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.25_repstr1.0_cosine.pdf,OK,
2,0.99,0.5,manhattan,0.4223784243641552,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr0.5_manhattan.pdf,OK,
100,0.8,5.0,cosine,0.4223773079139166,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.8_repstr5.0_cosine.pdf,OK,
100,0.99,5.0,cosine,0.4223602759782067,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.99_repstr5.0_cosine.pdf,OK,
50,0.5,2.0,cosine,0.4223579497760038,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr2.0_cosine.pdf,OK,
20,0.5,0.5,cosine,0.4223518219914654,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr0.5_cosine.pdf,OK,
5,0.0,0.01,euclidean,0.4223482367694152,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr0.01_euclidean.pdf,OK,
1000,0.25,10.0,cosine,0.42234490269680125,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr10.0_cosine.pdf,OK,
50,0.8,100.0,manhattan,0.42233064702278555,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.8_repstr100.0_manhattan.pdf,OK,
