N_Neighbors,Min_dist,Repulsion_str,metric,spearman_rho,p_value,n_pairs,pdf,status,error
200,0.5,10.0,manhattan,0.42490031503041953,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr10.0_manhattan.pdf,OK,
50,0.5,0.5,euclidean,0.424889016721963,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr0.5_euclidean.pdf,OK,
2,0.25,2.0,euclidean,0.42486871715218005,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr2.0_euclidean.pdf,OK,
200,0.99,0.01,cosine,0.4248480733115843,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr0.01_cosine.pdf,OK,
2,0.1,0.5,cosine,0.4248434244795475,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr0.5_cosine.pdf,OK,
5,0.25,2.0,cosine,0.4248417807926966,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr2.0_cosine.pdf,OK,
50,0.5,0.5,cosine,0.4248327047787031,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr0.5_cosine.pdf,OK,
200,0.99,2.0,euclidean,0.4248138588933604,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr2.0_euclidean.pdf,OK,
50,0.0,0.01,cosine,0.42481375677805944,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr0.01_cosine.pdf,OK,
1000,0.25,0.5,manhattan,0.4248041889870527,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr0.5_manhattan.pdf,OK,
200,0.0,100.0,manhattan,0.42478673046746446,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr100.0_manhattan.pdf,OK,
2,0.1,0.01,manhattan,0.42476166786873737,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr0.01_manhattan.pdf,OK,
100,0.0,1.0,euclidean,0.4247591001815189,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.0_repstr1.0_euclidean.pdf,OK,
50,0.99,100.0,cosine,0.42475877030486087,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr100.0_cosine.pdf,OK,
100,0.0,10.0,euclidean,0.4247382117212086,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.0_repstr10.0_euclidean.pdf,OK,
20,0.25,0.5,cosine,0.42472494042844267,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr0.5_cosine.pdf,OK,
20,0.25,100.0,euclidean,0.42471615219559766,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr100.0_euclidean.pdf,OK,
2,0.0,10.0,manhattan,0.42470923076874023,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr10.0_manhattan.pdf,OK,
20,0.99,2.0,euclidean,0.4247064108398332,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr2.0_euclidean.pdf,OK,
5,0.8,5.0,euclidean,0.4246811980864669,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr5.0_euclidean.pdf,OK,
100,0.1,0.5,manhattan,0.424681085469896,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr0.5_manhattan.pdf,OK,
20,0.5,5.0,manhattan,0.42465685168150374,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr5.0_manhattan.pdf,OK,
5,0.0,0.5,euclidean,0.4246477404944488,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr0.5_euclidean.pdf,OK,
50,0.25,10.0,manhattan,0.42464764345427713,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr10.0_manhattan.pdf,OK,
200,0.1,1.0,cosine,0.4246446992921214,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr1.0_cosine.pdf,OK,
1000,0.99,100.0,manhattan,0.4246410794221277,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.99_repstr100.0_manhattan.pdf,OK,
100,0.99,0.5,euclidean,0.42464011127975815,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.99_repstr0.5_euclidean.pdf,OK,
2,0.99,0.5,cosine,0.42463001340373396,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr0.5_cosine.pdf,OK,
20,0.8,100.0,manhattan,0.4246240538594845,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr100.0_manhattan.pdf,OK,
2,0.8,0.5,euclidean,0.4246222217091971,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr0.5_euclidean.pdf,OK,
100,0.1,5.0,cosine,0.42461616777936395,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr5.0_cosine.pdf,OK,
200,0.1,0.01,cosine,0.424616101159109,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr0.01_cosine.pdf,OK,
50,0.1,1.0,manhattan,0.424612520923401,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr1.0_manhattan.pdf,OK,
200,0.5,100.0,manhattan,0.42458539508541504,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr100.0_manhattan.pdf,OK,
2,0.25,1.0,euclidean,0.4245764160777539,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr1.0_euclidean.pdf,OK,
2,0.5,100.0,euclidean,0.4245725326716902,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr100.0_euclidean.pdf,OK,
200,0.1,0.01,euclidean,0.4245648620592484,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr0.01_euclidean.pdf,OK,
1000,0.0,0.01,cosine,0.42455600105233465,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr0.01_cosine.pdf,OK,
50,0.99,5.0,cosine,0.4245488809544741,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr5.0_cosine.pdf,OK,
50,0.0,2.0,euclidean,0.4245480011213223,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr2.0_euclidean.pdf,OK,
5,0.99,5.0,cosine,0.4245470995990543,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr5.0_cosine.pdf,OK,
5,0.8,0.01,manhattan,0.42454420649613356,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr0.01_manhattan.pdf,OK,
2,0.99,0.01,manhattan,0.4245359541451861,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr0.01_manhattan.pdf,OK,
100,0.99,100.0,cosine,0.4245298193875353,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.99_repstr100.0_cosine.pdf,OK,
5,0.8,0.5,cosine,0.4245261359450068,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.8_repstr0.5_cosine.pdf,OK,
1000,0.5,2.0,euclidean,0.424515167108805,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.5_repstr2.0_euclidean.pdf,OK,
200,0.1,2.0,manhattan,0.4245133878877062,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr2.0_manhattan.pdf,OK,
200,0.99,100.0,euclidean,0.42450223407282095,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr100.0_euclidean.pdf,OK,
200,0.0,1.0,euclidean,0.4244937133648656,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr1.0_euclidean.pdf,OK,
5,0.5,1.0,manhattan,0.4244862636223525,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.5_repstr1.0_manhattan.pdf,OK,
50,0.5,2.0,manhattan,0.4244834872235705,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr2.0_manhattan.pdf,OK,
100,0.5,0.01,euclidean,0.4244738534595936,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr0.01_euclidean.pdf,OK,
2,0.99,10.0,euclidean,0.4244685360006082,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr10.0_euclidean.pdf,OK,
200,0.5,0.5,euclidean,0.4244526034926487,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr0.5_euclidean.pdf,OK,
200,0.5,5.0,cosine,0.4244491354933906,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr5.0_cosine.pdf,OK,
50,0.99,0.01,cosine,0.42444289104824323,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr0.01_cosine.pdf,OK,
20,0.0,2.0,euclidean,0.42444286931176256,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.0_repstr2.0_euclidean.pdf,OK,
2,0.5,0.5,manhattan,0.42443541450055366,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr0.5_manhattan.pdf,OK,
100,0.0,100.0,euclidean,0.4244326314233478,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.0_repstr100.0_euclidean.pdf,OK,
2,0.99,100.0,cosine,0.4244322477201207,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr100.0_cosine.pdf,OK,
20,0.0,0.01,manhattan,0.4244296069570629,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.0_repstr0.01_manhattan.pdf,OK,
2,0.1,2.0,manhattan,0.42441981113477195,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr2.0_manhattan.pdf,OK,
5,0.5,0.01,manhattan,0.4244178342687931,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.5_repstr0.01_manhattan.pdf,OK,
100,0.1,2.0,manhattan,0.42440615614303706,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr2.0_manhattan.pdf,OK,
100,0.8,100.0,euclidean,0.4244023347908005,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.8_repstr100.0_euclidean.pdf,OK,
2,0.8,1.0,cosine,0.4243985392453091,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr1.0_cosine.pdf,OK,
20,0.25,0.5,manhattan,0.424393988344581,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr0.5_manhattan.pdf,OK,
20,0.5,0.5,euclidean,0.4243750034397917,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr0.5_euclidean.pdf,OK,
2,0.0,5.0,cosine,0.4243459312767433,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr5.0_cosine.pdf,OK,
1000,0.0,0.5,manhattan,0.4243408631260683,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr0.5_manhattan.pdf,OK,
5,0.1,0.01,cosine,0.4243363051285501,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.1_repstr0.01_cosine.pdf,OK,
200,0.1,0.01,manhattan,0.4243308900485451,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr0.01_manhattan.pdf,OK,
50,0.25,10.0,euclidean,0.42432940971277494,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr10.0_euclidean.pdf,OK,
1000,0.5,100.0,euclidean,0.4243208816100186,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.5_repstr100.0_euclidean.pdf,OK,
1000,0.0,2.0,manhattan,0.4243139458689094,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr2.0_manhattan.pdf,OK,
2,0.25,0.5,cosine,0.4243062091661891,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr0.5_cosine.pdf,OK,
50,0.0,5.0,euclidean,0.4242611884534225,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr5.0_euclidean.pdf,OK,
20,0.8,0.01,manhattan,0.4242565633539893,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr0.01_manhattan.pdf,OK,
20,0.1,0.01,euclidean,0.4242429554916524,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr0.01_euclidean.pdf,OK,
200,0.99,0.01,manhattan,0.4242379118743429,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr0.01_manhattan.pdf,OK,
20,0.99,100.0,euclidean,0.42423701087413396,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr100.0_euclidean.pdf,OK,
50,0.0,10.0,manhattan,0.4242107319062551,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr10.0_manhattan.pdf,OK,
2,0.0,10.0,cosine,0.4241935826402395,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr10.0_cosine.pdf,OK,
20,0.99,10.0,manhattan,0.4241836855232108,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr10.0_manhattan.pdf,OK,
20,0.5,1.0,manhattan,0.42417934948168656,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.5_repstr1.0_manhattan.pdf,OK,
50,0.1,2.0,manhattan,0.4241743102366013,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr2.0_manhattan.pdf,OK,
20,0.99,0.5,cosine,0.42417251339821116,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.99_repstr0.5_cosine.pdf,OK,
100,0.0,5.0,cosine,0.42417215963770577,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.0_repstr5.0_cosine.pdf,OK,
1000,0.8,2.0,euclidean,0.4241622580528309,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.8_repstr2.0_euclidean.pdf,OK,
20,0.8,0.5,manhattan,0.4241610381299918,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr0.5_manhattan.pdf,OK,
100,0.1,0.01,euclidean,0.42415613704336963,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr0.01_euclidean.pdf,OK,
1000,0.25,0.5,cosine,0.424155510945032,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr0.5_cosine.pdf,OK,
50,0.99,10.0,manhattan,0.4241519467585344,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr10.0_manhattan.pdf,OK,
50,0.8,10.0,euclidean,0.42415099896202996,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.8_repstr10.0_euclidean.pdf,OK,
50,0.99,10.0,euclidean,0.4241453499354195,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.99_repstr10.0_euclidean.pdf,OK,
100,0.1,5.0,manhattan,0.42411145561398306,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr5.0_manhattan.pdf,OK,
200,0.99,1.0,cosine,0.4241085246600365,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr1.0_cosine.pdf,OK,
20,0.25,2.0,cosine,0.4240946211777268,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr2.0_cosine.pdf,OK,
2,0.5,10.0,manhattan,0.4240943366099253,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr10.0_manhattan.pdf,OK,
2,0.8,2.0,cosine,0.42408056772562747,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr2.0_cosine.pdf,OK,
1000,0.1,100.0,cosine,0.4240761186092662,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr100.0_cosine.pdf,OK,
100,0.25,0.5,euclidean,0.4240277029176957,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.25_repstr0.5_euclidean.pdf,OK,
50,0.0,100.0,cosine,0.4240162989438887,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr100.0_cosine.pdf,OK,
1000,0.8,0.01,manhattan,0.42400946691696306,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.8_repstr0.01_manhattan.pdf,OK,
100,0.8,100.0,cosine,0.42399752335179347,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.8_repstr100.0_cosine.pdf,OK,
20,0.8,0.5,euclidean,0.42399734838261527,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr0.5_euclidean.pdf,OK,
2,0.8,2.0,manhattan,0.42398239318942443,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr2.0_manhattan.pdf,OK,
20,0.8,100.0,cosine,0.42396055218078754,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr100.0_cosine.pdf,OK,
2,0.0,0.01,euclidean,0.4239545907788883,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.0_repstr0.01_euclidean.pdf,OK,
1000,0.1,2.0,euclidean,0.4239529508548258,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr2.0_euclidean.pdf,OK,
5,0.99,5.0,euclidean,0.4239514205678667,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr5.0_euclidean.pdf,OK,
2,0.1,5.0,manhattan,0.4239455684481673,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr5.0_manhattan.pdf,OK,
5,0.0,5.0,manhattan,0.42393294786438235,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr5.0_manhattan.pdf,OK,
200,0.5,0.01,manhattan,0.423932147348728,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr0.01_manhattan.pdf,OK,
200,0.1,10.0,manhattan,0.4239248535630867,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr10.0_manhattan.pdf,OK,
200,0.5,100.0,euclidean,0.42391755700610423,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.5_repstr100.0_euclidean.pdf,OK,
100,0.99,0.5,manhattan,0.4239161522328127,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.99_repstr0.5_manhattan.pdf,OK,
1000,0.99,10.0,manhattan,0.42391161589746024,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.99_repstr10.0_manhattan.pdf,OK,
50,0.1,0.01,cosine,0.42391075503531256,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr0.01_cosine.pdf,OK,
2,0.25,10.0,cosine,0.42389717501713314,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr10.0_cosine.pdf,OK,
1000,0.0,0.5,euclidean,0.42389217068625606,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.0_repstr0.5_euclidean.pdf,OK,
50,0.1,5.0,cosine,0.4238777928902262,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr5.0_cosine.pdf,OK,
100,0.5,100.0,euclidean,0.4238752077112018,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr100.0_euclidean.pdf,OK,
20,0.25,10.0,manhattan,0.4238695424747084,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.25_repstr10.0_manhattan.pdf,OK,
1000,0.1,5.0,manhattan,0.42386895206955494,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.1_repstr5.0_manhattan.pdf,OK,
50,0.5,10.0,euclidean,0.4238554232758689,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr10.0_euclidean.pdf,OK,
2,0.8,0.5,cosine,0.42385225901955775,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr0.5_cosine.pdf,OK,
2,0.1,1.0,cosine,0.4238487492325066,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr1.0_cosine.pdf,OK,
50,0.0,10.0,cosine,0.423845957454174,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr10.0_cosine.pdf,OK,
50,0.0,100.0,euclidean,0.42384282278522556,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.0_repstr100.0_euclidean.pdf,OK,
200,0.1,5.0,manhattan,0.42384104754097257,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.1_repstr5.0_manhattan.pdf,OK,
2,0.5,5.0,cosine,0.42383500142477526,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.5_repstr5.0_cosine.pdf,OK,
100,0.1,0.5,euclidean,0.423828195939024,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr0.5_euclidean.pdf,OK,
20,0.0,10.0,manhattan,0.4238122925763229,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.0_repstr10.0_manhattan.pdf,OK,
1000,0.5,0.5,cosine,0.42380581736311285,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.5_repstr0.5_cosine.pdf,OK,
1000,0.99,5.0,euclidean,0.4238050212597016,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.99_repstr5.0_euclidean.pdf,OK,
20,0.8,1.0,manhattan,0.4237975794453897,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr1.0_manhattan.pdf,OK,
200,0.25,100.0,manhattan,0.42379222415327955,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.25_repstr100.0_manhattan.pdf,OK,
5,0.25,0.5,cosine,0.4237879041082061,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr0.5_cosine.pdf,OK,
1000,0.25,1.0,manhattan,0.4237764249324775,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr1.0_manhattan.pdf,OK,
5,0.1,2.0,cosine,0.42377087454402546,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.1_repstr2.0_cosine.pdf,OK,
20,0.8,10.0,euclidean,0.42375196686006694,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.8_repstr10.0_euclidean.pdf,OK,
2,0.8,1.0,euclidean,0.42374355961696963,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr1.0_euclidean.pdf,OK,
2,0.1,0.5,manhattan,0.42374325974448207,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.1_repstr0.5_manhattan.pdf,OK,
200,0.99,0.01,euclidean,0.42373642216176677,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.99_repstr0.01_euclidean.pdf,OK,
2,0.25,1.0,manhattan,0.4237296976893246,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.25_repstr1.0_manhattan.pdf,OK,
20,0.1,1.0,cosine,0.4237236915999292,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr1.0_cosine.pdf,OK,
5,0.99,10.0,cosine,0.42370634869502755,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr10.0_cosine.pdf,OK,
100,0.1,0.01,manhattan,0.4236993971750794,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.1_repstr0.01_manhattan.pdf,OK,
100,0.5,2.0,cosine,0.423688711653071,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.5_repstr2.0_cosine.pdf,OK,
2,0.99,100.0,manhattan,0.4236798326671522,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.99_repstr100.0_manhattan.pdf,OK,
5,0.25,10.0,manhattan,0.4236636373887092,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.25_repstr10.0_manhattan.pdf,OK,
5,0.99,0.5,cosine,0.4236415277282987,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr0.5_cosine.pdf,OK,
200,0.0,0.5,manhattan,0.42363507771953074,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr0.5_manhattan.pdf,OK,
50,0.25,2.0,cosine,0.42363236312740005,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.25_repstr2.0_cosine.pdf,OK,
20,0.1,0.5,euclidean,0.42363154541844905,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr0.5_euclidean.pdf,OK,
20,0.0,2.0,cosine,0.4236229595729524,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.0_repstr2.0_cosine.pdf,OK,
50,0.5,0.01,euclidean,0.4236143677050843,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr0.01_euclidean.pdf,OK,
5,0.99,100.0,euclidean,0.4236116044138556,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr100.0_euclidean.pdf,OK,
200,0.25,5.0,manhattan,0.42360905285202544,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.25_repstr5.0_manhattan.pdf,OK,
200,0.25,5.0,cosine,0.4236027471758193,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.25_repstr5.0_cosine.pdf,OK,
20,0.1,0.5,manhattan,0.4235873286043579,0.0,99990,umap_shepard_results/pdf/umap_shepard _n20_m0.1_repstr0.5_manhattan.pdf,OK,
1000,0.25,10.0,euclidean,0.42358724312527896,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr10.0_euclidean.pdf,OK,
200,0.0,100.0,euclidean,0.4235818740219164,0.0,99990,umap_shepard_results/pdf/umap_shepard _n200_m0.0_repstr100.0_euclidean.pdf,OK,
5,0.99,0.01,euclidean,0.4235786045913226,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.99_repstr0.01_euclidean.pdf,OK,
1000,0.99,0.5,manhattan,0.42357464746476964,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.99_repstr0.5_manhattan.pdf,OK,
50,0.1,0.01,euclidean,0.4235737713551927,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.1_repstr0.01_euclidean.pdf,OK,
50,0.5,1.0,manhattan,0.42356417552236947,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr1.0_manhattan.pdf,OK,
1000,0.25,1.0,euclidean,0.4235616515328567,0.0,99990,umap_shepard_results/pdf/umap_shepard _n1000_m0.25_repstr1.0_euclidean.pdf,OK,
100,0.99,100.0,euclidean,0.4235615877109335,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.99_repstr100.0_euclidean.pdf,OK,
5,0.1,0.5,manhattan,0.42355440999256916,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.1_repstr0.5_manhattan.pdf,OK,
50,0.5,1.0,cosine,0.42355125805798033,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.5_repstr1.0_cosine.pdf,OK,
100,0.0,0.5,manhattan,0.4235343647774138,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.0_repstr0.5_manhattan.pdf,OK,
50,0.8,10.0,cosine,0.423532110501372,0.0,99990,umap_shepard_results/pdf/umap_shepard _n50_m0.8_repstr10.0_cosine.pdf,OK,
2,0.8,100.0,euclidean,0.4235294568209647,0.0,99990,umap_shepard_results/pdf/umap_shepard _n2_m0.8_repstr100.0_euclidean.pdf,OK,
5,0.0,10.0,euclidean,0.42351866148569883,0.0,99990,umap_shepard_results/pdf/umap_shepard _n5_m0.0_repstr10.0_euclidean.pdf,OK,
100,0.0,0.5,euclidean,0.42351079253647517,0.0,99990,umap_shepard_results/pdf/umap_shepard _n100_m0.0_repstr0.5_euclidean.pdf,OK,
